rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.961503,0.398852,0.511333,0.026176,0.000228,0.013529,0.011090,0.000249,-0.000014
1,1,False,True,1.017915,0.397143,0.503861,0.017809,0.000212,0.012654,0.082378,0.003378,-0.000441
2,2,False,True,1.040070,0.402748,0.497784,0.012110,0.000190,0.013111,0.107500,0.006005,-0.000588
3,3,False,True,1.048913,0.398015,0.498912,0.010347,0.000175,0.012890,0.118779,0.008956,-0.000804
4,4,False,True,1.036780,0.396796,0.496275,0.008384,0.000179,0.012540,0.109444,0.012107,-0.001018
5,5,False,True,1.054573,0.404180,0.499765,0.006960,0.000184,0.012845,0.114625,0.014833,-0.001147
6,6,False,True,1.032564,0.393240,0.493034,0.005868,0.000172,0.012811,0.108513,0.017554,-0.001336
7,7,False,True,1.086636,0.420493,0.498350,0.005432,0.000192,0.013110,0.128119,0.019431,-0.001472
8,8,False,True,1.040835,0.401232,0.485897,0.005422,0.000195,0.013034,0.113119,0.020377,-0.001526
9,9,False,True,1.036047,0.394089,0.488625,0.006566,0.000212,0.013854,0.108882,0.022100,-0.001679
10,10,False,True,1.024807,0.396933,0.486935,0.004761,0.000177,0.013362,0.097235,0.023678,-0.001693
inf,inf,False,True,1.004807,0.406084,0.462523,0.003497,0.000174,0.012968,0.079167,0.037699,-0.002657
