rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.953472,0.398125,0.504922,0.025829,0.000190,0.012782,0.011343,0.000235,-0.000014
1,1,False,True,1.023346,0.399464,0.505445,0.018161,0.000180,0.012938,0.083270,0.003443,-0.000412
2,2,False,True,1.039894,0.400972,0.495386,0.012171,0.000181,0.012692,0.111523,0.006337,-0.000598
3,3,False,True,1.043512,0.399196,0.493011,0.010251,0.000175,0.012655,0.118410,0.008975,-0.000802
4,4,False,True,1.029152,0.392470,0.489534,0.008222,0.000174,0.012653,0.112756,0.012297,-0.001007
5,5,False,True,1.052194,0.404674,0.500753,0.006664,0.000174,0.012647,0.111622,0.014481,-0.001147
6,6,False,True,1.052453,0.409887,0.497268,0.005755,0.000172,0.012618,0.108656,0.016748,-0.001313
7,7,False,True,1.030971,0.397120,0.482092,0.005249,0.000177,0.013171,0.113448,0.018237,-0.001443
8,8,False,True,1.048127,0.396199,0.496506,0.006251,0.000241,0.014015,0.113297,0.020053,-0.001529
9,9,False,True,1.029375,0.396974,0.480679,0.004794,0.000180,0.013249,0.110084,0.021754,-0.001626
10,10,False,True,1.040410,0.406815,0.489742,0.004630,0.000181,0.012899,0.100584,0.023800,-0.001721
inf,inf,False,True,0.997646,0.404052,0.458439,0.003486,0.000172,0.013071,0.078414,0.037300,-0.002675
