rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.964042,0.408309,0.505583,0.025721,0.000231,0.012826,0.011062,0.000263,-0.000014
1,1,False,True,1.018591,0.396850,0.504524,0.017962,0.000190,0.013574,0.081781,0.003272,-0.000404
2,2,False,True,1.043805,0.401249,0.498102,0.012474,0.000180,0.013286,0.111787,0.006103,-0.000589
3,3,False,True,1.074247,0.410914,0.502857,0.010661,0.000194,0.012853,0.126752,0.009170,-0.000810
4,4,False,True,1.038504,0.399503,0.494100,0.008097,0.000179,0.013737,0.109985,0.011858,-0.001012
5,5,False,True,1.045667,0.403536,0.496045,0.006747,0.000179,0.013215,0.109476,0.015265,-0.001167
6,6,False,True,1.038242,0.397978,0.490370,0.006038,0.000191,0.013936,0.111949,0.016447,-0.001301
7,7,False,True,1.034735,0.398548,0.484774,0.005149,0.000173,0.012942,0.111617,0.020005,-0.001489
8,8,False,True,1.040571,0.394934,0.489729,0.005779,0.000192,0.013287,0.114750,0.020326,-0.001539
9,9,False,True,1.042696,0.398357,0.494433,0.004861,0.000185,0.013351,0.108299,0.021556,-0.001619
10,10,False,True,1.033040,0.402583,0.486971,0.004631,0.000174,0.012713,0.100320,0.023926,-0.001686
inf,inf,False,True,0.997550,0.398687,0.464639,0.003626,0.000183,0.014567,0.075818,0.037385,-0.002609
