rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.958515,0.402677,0.505652,0.025605,0.000192,0.012970,0.011159,0.000215,-0.000013
1,1,False,True,1.029387,0.397921,0.513438,0.018197,0.000180,0.012750,0.083164,0.003291,-0.000411
2,2,False,True,1.046940,0.404548,0.497784,0.012445,0.000179,0.013694,0.111675,0.005990,-0.000588
3,3,False,True,1.069338,0.404090,0.508389,0.014917,0.000179,0.013109,0.118836,0.008979,-0.000804
4,4,False,True,1.080294,0.412104,0.519877,0.008164,0.000188,0.012923,0.113701,0.012276,-0.001024
5,5,False,True,1.044432,0.398255,0.495026,0.006734,0.000175,0.012798,0.115206,0.015050,-0.001153
6,6,False,True,1.029049,0.395613,0.485862,0.005859,0.000175,0.012774,0.110405,0.017011,-0.001316
7,7,False,True,1.039858,0.395775,0.491879,0.005111,0.000175,0.012904,0.113707,0.018784,-0.001488
8,8,False,True,1.034395,0.400343,0.479220,0.005014,0.000176,0.012929,0.114627,0.020507,-0.001543
9,9,False,True,1.028235,0.393030,0.488579,0.004793,0.000173,0.012946,0.105101,0.021959,-0.001619
10,10,False,True,1.025146,0.398822,0.481428,0.004836,0.000193,0.013313,0.099721,0.025019,-0.001773
inf,inf,False,True,0.996710,0.393765,0.467484,0.003676,0.000175,0.013200,0.077521,0.038248,-0.002606
