key,value
rw_delta,inf
ww_delta,inf
alt_barr,False
data_deps,True
total_time_sec,4.512617
load_time_sec,2.050103
detect_races_time_sec,0.565985
extract_traces_time_sec,0.026148
find_reactive_cmds_time_sec,0.003840
find_proactive_cmds_time_sec,0.089509
find_covered_races_time,0.045179
per_packet_inconsistent_time_sec,0.189503
find_inconsistent_update_time_sec,-0.002957
