rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,2.002213,1.593257,0.342561,0.017106,0.001682,0.045096,0.001579,0.000869,-0.000029
1,1,False,True,2.032591,1.620094,0.344608,0.017427,0.001759,0.043201,0.002059,0.003304,-0.000106
2,2,False,True,2.025777,1.611626,0.343730,0.016694,0.001776,0.045194,0.002141,0.004414,-0.000170
3,3,False,True,2.008700,1.593423,0.341200,0.016281,0.001696,0.042476,0.002997,0.010328,-0.000265
4,4,False,True,2.017307,1.595593,0.342224,0.016042,0.001664,0.042078,0.003142,0.016059,-0.000472
5,5,False,True,2.042263,1.611455,0.343275,0.015780,0.001694,0.043484,0.003773,0.022191,-0.000578
6,6,False,True,2.048973,1.610461,0.339497,0.015725,0.001677,0.046782,0.004562,0.029135,-0.001094
7,7,False,True,2.044768,1.598360,0.340308,0.014119,0.001664,0.049405,0.004958,0.034726,-0.001195
8,8,False,True,2.041252,1.596570,0.340593,0.013809,0.001639,0.042772,0.004954,0.039480,-0.001401
9,9,False,True,2.054314,1.607176,0.338697,0.013892,0.001669,0.043014,0.005251,0.043078,-0.001499
10,10,False,True,2.056292,1.604434,0.339660,0.013498,0.001742,0.043217,0.005551,0.046484,-0.001673
inf,inf,False,True,2.086741,1.611683,0.335001,0.011385,0.001683,0.015738,0.011472,0.095411,-0.004331
