rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,2.075591,1.648621,0.355354,0.017417,0.001724,0.050204,0.001383,0.000828,-0.000028
1,1,False,True,2.005496,1.597201,0.342144,0.016552,0.001705,0.042744,0.001893,0.003124,-0.000100
2,2,False,True,2.010278,1.601611,0.341353,0.016544,0.001666,0.042177,0.002217,0.004508,-0.000170
3,3,False,True,2.019349,1.601656,0.340746,0.016491,0.001678,0.045421,0.002773,0.010288,-0.000264
4,4,False,True,2.022143,1.599122,0.338919,0.016555,0.001658,0.046504,0.003165,0.015752,-0.000437
5,5,False,True,2.023374,1.591313,0.346012,0.015961,0.001673,0.042123,0.003662,0.022017,-0.000581
6,6,False,True,2.048456,1.609044,0.343261,0.015746,0.001720,0.044841,0.004306,0.028537,-0.000968
7,7,False,True,2.053925,1.607242,0.346435,0.014185,0.001640,0.042570,0.004814,0.035722,-0.001284
8,8,False,True,2.051012,1.607133,0.341006,0.013995,0.001667,0.042295,0.005008,0.038401,-0.001473
9,9,False,True,2.071993,1.613389,0.347819,0.014063,0.001686,0.045794,0.005446,0.042269,-0.001492
10,10,False,True,2.055963,1.605699,0.339194,0.013464,0.001616,0.042487,0.005513,0.046196,-0.001760
inf,inf,False,True,2.087780,1.608400,0.338994,0.011427,0.001662,0.016017,0.012195,0.094777,-0.004261
