rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,2.017612,1.610020,0.341041,0.017086,0.001732,0.045563,0.001398,0.000713,-0.000027
1,1,False,True,2.019811,1.609968,0.343979,0.016605,0.001654,0.042451,0.002001,0.003016,-0.000104
2,2,False,True,2.031233,1.613864,0.341324,0.018824,0.002562,0.047258,0.002360,0.004833,-0.000174
3,3,False,True,2.030260,1.611878,0.343944,0.016508,0.001972,0.042650,0.002853,0.010159,-0.000262
4,4,False,True,2.032474,1.606967,0.342948,0.016196,0.001681,0.045451,0.003217,0.015538,-0.000441
5,5,False,True,2.028919,1.600819,0.341434,0.015935,0.001691,0.042173,0.003981,0.022230,-0.000624
6,6,False,True,2.051262,1.614040,0.340314,0.015489,0.001690,0.044988,0.004394,0.029277,-0.001037
7,7,False,True,2.056899,1.612896,0.340512,0.014451,0.001722,0.046432,0.004803,0.034843,-0.001207
8,8,False,True,2.063561,1.615844,0.339842,0.014021,0.001665,0.046798,0.005226,0.038755,-0.001376
9,9,False,True,2.045684,1.594615,0.342306,0.013764,0.001676,0.043490,0.005360,0.042897,-0.001536
10,10,False,True,2.059153,1.606456,0.340633,0.013820,0.001698,0.043411,0.005554,0.045902,-0.001646
inf,inf,False,True,2.080960,1.606191,0.333823,0.011762,0.001651,0.015677,0.013021,0.094589,-0.004211
