rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,2.034887,1.624088,0.342753,0.017197,0.002099,0.046527,0.001360,0.000802,-0.000028
1,1,False,True,2.032091,1.621165,0.342842,0.016706,0.001662,0.044468,0.001946,0.003166,-0.000104
2,2,False,True,2.046966,1.627959,0.346739,0.017114,0.001688,0.046066,0.002302,0.004896,-0.000170
3,3,False,True,2.096047,1.667805,0.354716,0.016632,0.001866,0.042326,0.002717,0.009703,-0.000249
4,4,False,True,2.085989,1.651523,0.349967,0.016844,0.001814,0.045682,0.003275,0.016388,-0.000464
5,5,False,True,2.080458,1.633030,0.361123,0.016300,0.001670,0.042413,0.003634,0.021676,-0.000578
6,6,False,True,2.059457,1.613122,0.350416,0.015639,0.001686,0.044631,0.004280,0.028689,-0.000961
7,7,False,True,2.063326,1.614084,0.345280,0.014588,0.001773,0.046948,0.004814,0.034614,-0.001193
8,8,False,True,2.084213,1.625303,0.350553,0.014255,0.001667,0.045838,0.005354,0.039693,-0.001507
9,9,False,True,2.124419,1.661457,0.349205,0.014569,0.001875,0.046697,0.005492,0.043580,-0.001510
10,10,False,True,2.061577,1.608658,0.342119,0.013601,0.001643,0.042781,0.005599,0.045506,-0.001636
inf,inf,False,True,2.101226,1.627124,0.333504,0.011706,0.001666,0.016344,0.011668,0.094537,-0.004635
