key,value
rw_delta,1
ww_delta,1
alt_barr,True
data_deps,True
total_time_sec,3.433339
load_time_sec,2.056392
detect_races_time_sec,0.587680
extract_traces_time_sec,0.036535
find_reactive_cmds_time_sec,0.003168
find_proactive_cmds_time_sec,0.094279
find_covered_races_time,0.007703
per_packet_inconsistent_time_sec,0.008093
find_inconsistent_update_time_sec,-0.000096
