rw_delta,ww_delta,alt_barr,data_deps,num_events,num_edges,num_ops,num_read,num_writes,num_time_edges,num_races,num_harmful,num_commute,num_covered,num_time_filtered_races,num_pkts,num_per_pkt_races,num_per_pkt_inconsistent,num_per_pkt_inconsistent_covered,num_per_pkt_entry_version_race,num_per_pkt_inconsistent_no_repeat,num_versions,num_racing_versions
0,0,False,True,599,1059,272,114,158,556,11900,0,11344,0,556,80,0,0,0,0,0,91,0
1,1,False,True,599,1037,272,114,158,516,11900,40,11344,0,516,80,21,11,0,10,8,91,0
2,2,False,True,599,1014,272,114,158,490,11900,66,11344,0,490,80,31,14,0,17,10,91,0
3,3,False,True,599,980,272,114,158,444,11900,112,11344,0,444,80,43,17,0,26,14,91,0
4,4,False,True,599,934,272,114,158,397,11900,159,11344,0,397,80,47,18,0,29,14,91,0
5,5,False,True,599,892,272,114,158,353,11900,203,11344,0,353,80,57,19,0,38,14,91,0
6,6,False,True,599,854,272,114,158,312,11900,243,11344,1,312,80,62,20,0,42,15,91,0
7,7,False,True,599,824,272,114,158,281,11900,273,11344,2,281,80,66,20,0,46,15,91,0
8,8,False,True,599,798,272,114,158,253,11900,301,11344,2,253,80,67,20,0,47,14,91,0
9,9,False,True,599,773,272,114,158,227,11900,325,11344,4,227,80,69,20,0,49,16,91,0
10,10,False,True,599,737,272,114,158,191,11900,357,11344,8,191,80,71,20,0,51,17,91,0
inf,inf,False,True,599,546,272,114,158,0,11900,512,11344,44,0,80,80,20,9,51,12,91,0
