rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,1.431995,0.941052,0.453195,0.016532,0.001116,0.016237,0.003335,0.000468,-0.000018
0,0,True,True,1.448292,0.930500,0.476718,0.018439,0.001371,0.015814,0.004803,0.000567,-0.000025
1,1,False,True,1.420262,0.920622,0.459414,0.015004,0.001166,0.014004,0.005905,0.004033,-0.000060
1,1,True,True,1.469867,0.953576,0.474145,0.015541,0.001087,0.015274,0.005821,0.004244,-0.000071
2,2,False,True,1.394059,0.899912,0.451219,0.014119,0.001061,0.014404,0.006778,0.006426,-0.000082
2,2,True,True,1.538621,1.021289,0.473464,0.015157,0.001127,0.014212,0.007136,0.006069,-0.000093
3,3,False,True,1.393575,0.897938,0.445808,0.013563,0.001210,0.015748,0.009167,0.009986,-0.000105
3,3,True,True,1.474300,0.950733,0.466838,0.018579,0.001534,0.016657,0.009755,0.010049,-0.000106
4,4,False,True,1.455991,0.939746,0.454064,0.012292,0.000915,0.015974,0.017281,0.015542,-0.000128
4,4,True,True,1.437954,0.913721,0.468839,0.013796,0.001331,0.015570,0.010519,0.013992,-0.000124
5,5,False,True,1.435426,0.909180,0.468873,0.011909,0.000991,0.015753,0.011274,0.017215,-0.000178
5,5,True,True,1.406874,0.883531,0.466270,0.011533,0.000972,0.015756,0.011224,0.017363,-0.000167
6,6,False,True,1.410298,0.897337,0.451755,0.012385,0.001010,0.014901,0.012430,0.020235,-0.000191
6,6,True,True,1.430123,0.903720,0.461083,0.012315,0.001167,0.015473,0.013721,0.022217,-0.000368
7,7,False,True,1.464186,0.932405,0.466720,0.011293,0.001019,0.014978,0.013937,0.023542,-0.000240
7,7,True,True,1.405391,0.877662,0.453556,0.013475,0.001029,0.014394,0.013990,0.030308,-0.000925
8,8,False,True,1.423225,0.901915,0.451572,0.010318,0.000940,0.015372,0.013540,0.029201,-0.000313
8,8,True,True,1.471291,0.932777,0.462349,0.011596,0.001084,0.014742,0.018425,0.029186,-0.001072
9,9,False,True,1.402806,0.893233,0.439532,0.010475,0.000952,0.015264,0.014829,0.027964,-0.000497
9,9,True,True,1.398146,0.880219,0.444546,0.010320,0.000897,0.014286,0.018176,0.028472,-0.001171
10,10,False,True,1.402225,0.879227,0.450172,0.010064,0.000900,0.013979,0.015855,0.031674,-0.000293
10,10,True,True,1.397652,0.868879,0.451379,0.012012,0.000962,0.014813,0.017179,0.030893,-0.001477
inf,inf,False,True,1.466707,0.905184,0.461245,0.010477,0.001378,0.015834,0.023849,0.048274,-0.000414
inf,inf,True,True,1.455669,0.886571,0.464954,0.009717,0.001342,0.015081,0.023319,0.049661,-0.004964
