rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,28.290296,15.859184,11.158639,1.073025,0.012658,0.106427,0.077199,0.003063,-0.000065
0,0,True,True,28.165712,16.193859,10.732042,1.049191,0.011660,0.099452,0.075363,0.004015,-0.000094
1,1,False,True,27.184425,15.474512,10.799286,0.553745,0.013388,0.113792,0.154988,0.072516,-0.002160
1,1,True,True,26.502179,15.286440,10.351669,0.521666,0.011873,0.103891,0.150093,0.074378,-0.002129
2,2,True,True,26.154982,15.093267,10.160629,0.448554,0.013283,0.096154,0.187786,0.150291,-0.004977
2,2,False,True,27.396750,15.649341,10.765556,0.506772,0.013825,0.108873,0.190380,0.156972,-0.004982
3,3,False,True,26.510010,15.284113,10.287740,0.382464,0.012064,0.094650,0.220912,0.221770,-0.006257
3,3,True,True,26.370556,15.204200,10.216526,0.380324,0.011424,0.095289,0.225998,0.228299,-0.008457
4,4,True,True,26.018252,14.884525,10.104065,0.380402,0.012326,0.092327,0.258734,0.274262,-0.011573
4,4,False,True,26.495779,15.122679,10.372939,0.378275,0.011419,0.092061,0.240102,0.270118,-0.008145
5,5,False,True,27.319037,15.688785,10.501880,0.376624,0.013964,0.114980,0.308376,0.304809,-0.009563
5,5,True,True,26.731806,15.326042,10.309300,0.351321,0.011664,0.105168,0.295573,0.319881,-0.012818
6,6,False,True,27.949689,16.279500,10.532830,0.261663,0.011859,0.101421,0.344355,0.399995,-0.018022
6,6,True,True,26.990057,15.515742,10.257528,0.266315,0.012056,0.096739,0.372552,0.447955,-0.021123
7,7,False,True,28.481478,16.274693,10.995954,0.246763,0.012700,0.120882,0.376349,0.433860,-0.020234
7,7,True,True,26.871953,15.526343,10.187327,0.229583,0.011776,0.097110,0.372550,0.423171,-0.024045
8,8,True,True,27.351772,14.923074,11.172016,0.202303,0.011517,0.094628,0.407538,0.509332,-0.031316
8,8,False,True,29.621870,18.092407,10.392299,0.198506,0.011832,0.096937,0.373824,0.435683,-0.020341
9,9,False,True,26.774405,15.229514,10.355466,0.178680,0.011467,0.096974,0.376551,0.502582,-0.023125
9,9,True,True,29.105548,15.177911,12.546137,0.231336,0.012018,0.113376,0.484741,0.513493,-0.026491
10,10,True,True,27.323015,15.490221,10.545286,0.159137,0.012322,0.101159,0.442209,0.544865,-0.027767
10,10,False,True,27.512414,15.630714,10.620338,0.161390,0.011927,0.107265,0.405730,0.549335,-0.025715
inf,inf,False,True,27.679532,15.547597,10.311612,0.103354,0.010508,0.098933,0.617467,0.940076,-0.049938
inf,inf,True,True,30.871295,18.817461,9.982680,0.113662,0.013104,0.113280,0.790227,0.976899,-0.063928
