rw_delta,ww_delta,alt_barr,data_deps,num_events,num_edges,num_ops,num_read,num_writes,num_time_edges,num_races,num_harmful,num_commute,num_covered,num_time_filtered_races,num_pkts,num_per_pkt_races,num_per_pkt_inconsistent,num_per_pkt_inconsistent_covered,num_per_pkt_entry_version_race,num_per_pkt_inconsistent_no_repeat,num_versions,num_racing_versions
0,0,False,True,3608,6173,682,369,313,2014,162829,0,160815,0,2014,371,0,0,0,0,0,272,0
1,1,False,True,3608,6102,682,369,313,1892,162829,122,160815,0,1892,371,98,0,0,98,0,272,8
2,2,False,True,3608,6032,682,369,313,1787,162829,227,160815,0,1787,371,159,0,0,159,0,272,26
3,3,False,True,3608,5974,682,369,313,1700,162829,314,160815,0,1700,371,205,0,0,205,0,272,47
4,4,False,True,3608,5936,682,369,313,1631,162829,383,160815,0,1631,371,244,0,0,244,0,272,58
5,5,False,True,3608,5870,682,369,313,1539,162829,470,160815,5,1539,371,283,0,5,278,0,272,63
6,6,False,True,3608,5663,682,369,313,1364,163000,646,160974,16,1364,371,306,0,16,290,0,272,134
7,7,False,True,3608,5581,682,369,313,1283,163034,718,161006,27,1283,371,316,0,27,289,0,272,145
8,8,False,True,3608,5492,682,369,313,1191,163069,799,161036,43,1191,371,331,0,43,288,0,272,159
9,9,False,True,3608,5397,682,369,313,1099,163111,887,161073,52,1099,371,340,0,52,288,0,272,176
10,10,False,True,3608,5311,682,369,313,1022,163160,967,161116,55,1022,371,348,0,55,293,0,272,204
inf,inf,False,True,3608,4389,682,369,313,0,162829,1840,160815,174,0,371,368,0,172,196,0,272,360
