key,value
rw_delta,5
ww_delta,5
alt_barr,False
data_deps,True
total_time_sec,33.928657
load_time_sec,19.241744
detect_races_time_sec,9.969156
extract_traces_time_sec,0.155674
find_reactive_cmds_time_sec,0.003357
find_proactive_cmds_time_sec,0.462830
find_covered_races_time,0.272421
per_packet_inconsistent_time_sec,0.357356
find_inconsistent_update_time_sec,-0.000675
