rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.436973,0.240464,0.044388,0.035766,0.000234,0.011063,0.104568,0.000451,-0.000007
1,1,False,True,0.432775,0.236925,0.043697,0.017876,0.000234,0.028661,0.104188,0.001151,-0.000010
2,2,False,True,0.444620,0.239676,0.044533,0.017870,0.000227,0.028522,0.112390,0.001358,-0.000011
3,3,False,True,0.439256,0.238473,0.043606,0.017488,0.000227,0.027648,0.109531,0.002234,-0.000015
4,4,False,True,0.442419,0.235886,0.042812,0.017046,0.000227,0.030122,0.113425,0.002850,-0.000017
5,5,False,True,0.444237,0.240751,0.042066,0.016658,0.000219,0.027279,0.113408,0.003804,-0.000020
6,6,False,True,0.453940,0.243912,0.042541,0.016580,0.000229,0.027372,0.119127,0.004119,-0.000023
7,7,False,True,0.444206,0.238540,0.041876,0.016474,0.000283,0.011893,0.129581,0.005497,-0.000029
8,8,False,True,0.450067,0.247618,0.042198,0.015257,0.000219,0.011222,0.126634,0.006854,-0.000033
9,9,False,True,0.436019,0.236210,0.040253,0.014788,0.000220,0.011262,0.125513,0.007702,-0.000037
10,10,False,True,0.450019,0.242193,0.040061,0.014792,0.000214,0.011178,0.131901,0.009602,-0.000045
inf,inf,False,True,0.468123,0.238300,0.034589,0.011191,0.000206,0.011108,0.152653,0.019957,-0.000085
