rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.435959,0.239584,0.044373,0.036695,0.000286,0.010964,0.103559,0.000458,-0.000008
1,1,False,True,0.456650,0.248303,0.045948,0.018291,0.000236,0.029159,0.113472,0.001194,-0.000010
2,2,False,True,0.446721,0.239539,0.044360,0.017785,0.000225,0.030018,0.113221,0.001527,-0.000011
3,3,False,True,0.439091,0.238419,0.044522,0.017052,0.000222,0.027523,0.109196,0.002110,-0.000014
4,4,False,True,0.443450,0.238614,0.042900,0.016918,0.000227,0.028198,0.113661,0.002881,-0.000017
5,5,False,True,0.450013,0.241180,0.042208,0.016615,0.000238,0.027824,0.118121,0.003771,-0.000022
6,6,False,True,0.446549,0.237857,0.042642,0.016466,0.000220,0.027638,0.117441,0.004227,-0.000023
7,7,False,True,0.436083,0.241527,0.041932,0.016292,0.000219,0.011410,0.119537,0.005101,-0.000029
8,8,False,True,0.443425,0.238285,0.040814,0.015847,0.000219,0.011157,0.130403,0.006629,-0.000034
9,9,False,True,0.436668,0.237831,0.040454,0.014965,0.000216,0.011361,0.124642,0.007133,-0.000035
10,10,False,True,0.449508,0.237918,0.039853,0.014421,0.000214,0.011149,0.136394,0.009480,-0.000045
inf,inf,False,True,0.476934,0.239333,0.034665,0.015679,0.000244,0.011832,0.155315,0.019731,-0.000103
