rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.429294,0.235949,0.044414,0.036042,0.000231,0.011157,0.101030,0.000432,-0.000007
1,1,False,True,0.446224,0.245505,0.044196,0.018389,0.000233,0.028207,0.108453,0.001195,-0.000011
2,2,False,True,0.429046,0.237360,0.043739,0.017504,0.000219,0.027881,0.100926,0.001374,-0.000010
3,3,False,True,0.442956,0.237559,0.043066,0.017492,0.000283,0.029873,0.112337,0.002298,-0.000014
4,4,False,True,0.438525,0.236473,0.042594,0.016805,0.000222,0.027726,0.111805,0.002850,-0.000016
5,5,False,True,0.449387,0.239468,0.042581,0.016422,0.000222,0.027957,0.119028,0.003654,-0.000021
6,6,False,True,0.448942,0.239858,0.042457,0.016683,0.000224,0.028165,0.117192,0.004307,-0.000022
7,7,False,True,0.436761,0.238072,0.042708,0.015948,0.000220,0.011359,0.122900,0.005493,-0.000028
8,8,False,True,0.442905,0.237018,0.041006,0.015285,0.000224,0.011151,0.131489,0.006666,-0.000033
9,9,False,True,0.453100,0.241279,0.041053,0.015078,0.000221,0.011516,0.136367,0.007514,-0.000036
10,10,False,True,0.448898,0.240516,0.039849,0.014519,0.000217,0.010932,0.133408,0.009375,-0.000045
inf,inf,False,True,0.471330,0.238517,0.034667,0.010863,0.000205,0.010956,0.156297,0.019709,-0.000083
