key,value
rw_delta,6
ww_delta,6
alt_barr,False
data_deps,True
total_time_sec,0.180805
load_time_sec,0.109492
detect_races_time_sec,0.024258
extract_traces_time_sec,0.007505
find_reactive_cmds_time_sec,0.000138
find_proactive_cmds_time_sec,0.012054
find_covered_races_time,0.026275
per_packet_inconsistent_time_sec,0.001028
find_inconsistent_update_time_sec,-0.000017
