rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.155034,0.100066,0.019230,0.007644,0.000130,0.010342,0.017397,0.000187,-0.000006
1,1,False,True,0.161662,0.104464,0.019637,0.008024,0.000133,0.010497,0.018656,0.000211,-0.000009
2,2,False,True,0.159888,0.102581,0.019443,0.007728,0.000131,0.010249,0.019391,0.000326,-0.000007
3,3,False,True,0.155009,0.100128,0.019272,0.007620,0.000135,0.010366,0.017037,0.000411,-0.000007
4,4,False,True,0.158288,0.100390,0.019028,0.007384,0.000132,0.010361,0.020316,0.000635,-0.000011
5,5,False,True,0.157419,0.101261,0.018840,0.007258,0.000131,0.010300,0.019047,0.000542,-0.000009
6,6,False,True,0.156104,0.100093,0.018518,0.007086,0.000130,0.010206,0.019227,0.000802,-0.000011
7,7,False,True,0.159609,0.101313,0.018020,0.006573,0.000130,0.010299,0.022015,0.001213,-0.000016
8,8,False,True,0.159784,0.100198,0.017797,0.006667,0.000132,0.010886,0.022632,0.001423,-0.000016
9,9,False,True,0.163807,0.105348,0.017316,0.006389,0.000130,0.010875,0.022076,0.001621,-0.000019
10,10,False,True,0.162365,0.099958,0.017137,0.006233,0.000127,0.010423,0.026357,0.002075,-0.000023
inf,inf,False,True,0.168699,0.103446,0.015003,0.004974,0.000131,0.010399,0.031062,0.003616,-0.000036
