rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.156149,0.099984,0.019334,0.007656,0.000131,0.010355,0.018436,0.000215,-0.000006
1,1,False,True,0.156528,0.100992,0.019479,0.007663,0.000132,0.010861,0.017188,0.000177,-0.000006
2,2,False,True,0.160058,0.103040,0.019383,0.007804,0.000137,0.010905,0.018441,0.000309,-0.000007
3,3,False,True,0.159618,0.101176,0.019142,0.007995,0.000156,0.010871,0.019834,0.000405,-0.000007
4,4,False,True,0.155862,0.100365,0.018800,0.007325,0.000133,0.011061,0.017555,0.000582,-0.000009
5,5,False,True,0.155840,0.100137,0.018810,0.007264,0.000129,0.011114,0.017805,0.000541,-0.000009
6,6,False,True,0.162752,0.103494,0.019003,0.007764,0.000137,0.010875,0.020482,0.000952,-0.000013
7,7,False,True,0.159843,0.101294,0.018211,0.006556,0.000128,0.010583,0.021768,0.001257,-0.000016
8,8,False,True,0.166334,0.106041,0.017615,0.006496,0.000129,0.010714,0.023870,0.001421,-0.000016
9,9,False,True,0.160772,0.101062,0.017558,0.006434,0.000127,0.010582,0.023388,0.001570,-0.000020
10,10,False,True,0.162671,0.101802,0.017207,0.006211,0.000127,0.010853,0.024318,0.002098,-0.000023
inf,inf,False,True,0.174170,0.107446,0.014671,0.004959,0.000126,0.010884,0.032073,0.003940,-0.000039
