rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.157980,0.100817,0.019336,0.007799,0.000130,0.010643,0.019033,0.000185,-0.000006
1,1,False,True,0.156509,0.101550,0.019202,0.007616,0.000142,0.010951,0.016830,0.000182,-0.000006
2,2,False,True,0.158996,0.103288,0.019459,0.008103,0.000135,0.010651,0.017012,0.000310,-0.000007
3,3,False,True,0.156252,0.100986,0.019374,0.007979,0.000133,0.010350,0.017039,0.000352,-0.000008
4,4,False,True,0.156168,0.100737,0.018835,0.007306,0.000130,0.010579,0.017912,0.000627,-0.000010
5,5,False,True,0.157777,0.100093,0.018788,0.007237,0.000131,0.011012,0.019926,0.000550,-0.000009
6,6,False,True,0.157673,0.100321,0.018569,0.007129,0.000131,0.010864,0.019824,0.000794,-0.000010
7,7,False,True,0.160164,0.100774,0.017849,0.006754,0.000138,0.010449,0.022798,0.001354,-0.000016
8,8,False,True,0.157497,0.100325,0.017797,0.006489,0.000127,0.010741,0.020657,0.001312,-0.000017
9,9,False,True,0.158585,0.100567,0.017609,0.006418,0.000131,0.010748,0.021601,0.001460,-0.000018
10,10,False,True,0.162565,0.100830,0.017178,0.006256,0.000131,0.010845,0.025202,0.002068,-0.000023
inf,inf,False,True,0.167601,0.101240,0.014798,0.004996,0.000127,0.010834,0.031562,0.003973,-0.000039
