rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.156269,0.100898,0.019263,0.007669,0.000138,0.010687,0.017363,0.000213,-0.000006
1,1,False,True,0.155671,0.100546,0.019261,0.007615,0.000133,0.010899,0.016973,0.000206,-0.000007
2,2,False,True,0.156548,0.101699,0.019313,0.007658,0.000134,0.010880,0.016524,0.000299,-0.000010
3,3,False,True,0.156854,0.100527,0.019203,0.007699,0.000133,0.010889,0.017970,0.000394,-0.000007
4,4,False,True,0.159484,0.103718,0.019128,0.007565,0.000130,0.010557,0.017790,0.000556,-0.000009
5,5,False,True,0.159535,0.102555,0.018842,0.007535,0.000153,0.010959,0.018892,0.000558,-0.000010
6,6,False,True,0.159499,0.100554,0.018525,0.007138,0.000130,0.011251,0.021064,0.000796,-0.000011
7,7,False,True,0.158200,0.100782,0.017929,0.006536,0.000128,0.010357,0.021213,0.001210,-0.000015
8,8,False,True,0.161304,0.103434,0.017886,0.006571,0.000134,0.010461,0.021473,0.001297,-0.000017
9,9,False,True,0.168358,0.105113,0.017755,0.006495,0.000133,0.013433,0.023806,0.001571,-0.000020
10,10,False,True,0.161194,0.100291,0.017307,0.006146,0.000128,0.010446,0.024931,0.001890,-0.000024
inf,inf,False,True,0.171231,0.103739,0.014792,0.004928,0.000125,0.010473,0.033176,0.003930,-0.000037
