rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.386509,0.298745,0.059006,0.010545,0.000737,0.012389,0.004673,0.000371,-0.000012
1,1,False,True,0.375828,0.280600,0.059769,0.012045,0.000709,0.013187,0.007533,0.001932,-0.000021
2,2,False,True,0.386114,0.294529,0.057278,0.010235,0.000696,0.013020,0.008065,0.002237,-0.000022
3,3,False,True,0.385779,0.290351,0.057050,0.011610,0.001003,0.014115,0.009015,0.002578,-0.000025
4,4,False,True,0.384284,0.290816,0.057056,0.009701,0.000730,0.013365,0.009513,0.003044,-0.000027
5,5,False,True,0.384792,0.291454,0.056208,0.009075,0.000711,0.013298,0.010286,0.003701,-0.000028
6,6,False,True,0.379987,0.284300,0.058142,0.009165,0.000731,0.013620,0.010262,0.003683,-0.000030
7,7,False,True,0.376398,0.284645,0.055575,0.008798,0.000696,0.013005,0.009868,0.003748,-0.000030
8,8,False,True,0.373039,0.278313,0.058296,0.008525,0.000715,0.013239,0.009768,0.004121,-0.000030
9,9,False,True,0.373513,0.282575,0.055295,0.008230,0.000778,0.012862,0.009543,0.004167,-0.000031
10,10,False,True,0.393111,0.292605,0.060417,0.011201,0.000992,0.014201,0.009628,0.004003,-0.000034
inf,inf,False,True,0.389388,0.285926,0.058040,0.008616,0.000687,0.013267,0.016342,0.006429,-0.000048
