rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.386198,0.234473,0.078649,0.016889,0.000278,0.011799,0.043668,0.000402,-0.000007
1,1,False,True,0.395747,0.231766,0.083542,0.017831,0.000279,0.011326,0.048903,0.002043,-0.000015
2,2,False,True,0.415166,0.233380,0.080487,0.017636,0.000294,0.011683,0.068103,0.003527,-0.000020
3,3,False,True,0.433120,0.233077,0.078781,0.015526,0.000322,0.011823,0.088885,0.004646,-0.000029
4,4,False,True,0.435817,0.231255,0.073958,0.014451,0.000283,0.011277,0.097708,0.006815,-0.000031
5,5,False,True,0.460782,0.230039,0.080056,0.014082,0.000267,0.013666,0.111847,0.010739,-0.000041
6,6,False,True,0.450986,0.237047,0.075848,0.013841,0.000270,0.011619,0.105090,0.007205,-0.000033
7,7,False,True,0.439266,0.236102,0.072907,0.013136,0.000265,0.011656,0.097515,0.007614,-0.000034
8,8,False,True,0.432352,0.230721,0.072612,0.012975,0.000258,0.011791,0.096402,0.007527,-0.000035
9,9,False,True,0.433438,0.235546,0.072953,0.012756,0.000295,0.011125,0.092359,0.008333,-0.000039
10,10,False,True,0.435557,0.231502,0.070818,0.011796,0.000253,0.011751,0.099670,0.009692,-0.000043
inf,inf,False,True,0.447829,0.233152,0.068981,0.009533,0.000257,0.011891,0.112189,0.011738,-0.000055
