rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.383892,0.233124,0.078536,0.016567,0.000270,0.011219,0.043720,0.000414,-0.000006
1,1,False,True,0.380669,0.229658,0.076596,0.015224,0.000269,0.011243,0.045703,0.001928,-0.000014
2,2,False,True,0.408326,0.233727,0.078075,0.017574,0.000279,0.011891,0.063643,0.003085,-0.000020
3,3,False,True,0.426114,0.233949,0.075276,0.013962,0.000285,0.011248,0.086584,0.004751,-0.000026
4,4,False,True,0.433799,0.230968,0.073190,0.013501,0.000259,0.011326,0.097654,0.006838,-0.000031
5,5,False,True,0.444358,0.231643,0.074305,0.013608,0.000362,0.011435,0.105809,0.007129,-0.000032
6,6,False,True,0.446868,0.235325,0.074957,0.013778,0.000269,0.011221,0.103927,0.007325,-0.000032
7,7,False,True,0.441294,0.232129,0.072336,0.013728,0.000262,0.011224,0.103843,0.007705,-0.000034
8,8,False,True,0.435533,0.232204,0.072278,0.012815,0.000262,0.011223,0.098264,0.008417,-0.000037
9,9,False,True,0.429864,0.230851,0.072667,0.013519,0.000270,0.011345,0.092387,0.008754,-0.000038
10,10,False,True,0.434171,0.231211,0.070605,0.011767,0.000254,0.011165,0.099543,0.009549,-0.000044
inf,inf,False,True,0.451920,0.230972,0.069631,0.009896,0.000266,0.011813,0.117265,0.011989,-0.000055
