rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.381921,0.231244,0.078529,0.017000,0.000288,0.011472,0.042974,0.000373,-0.000006
1,1,False,True,0.387643,0.233573,0.077245,0.015630,0.000272,0.011677,0.047330,0.001871,-0.000013
2,2,False,True,0.401435,0.236112,0.076577,0.014566,0.000268,0.011232,0.059305,0.003321,-0.000021
3,3,False,True,0.421115,0.232571,0.076756,0.015399,0.000266,0.011199,0.080442,0.004424,-0.000024
4,4,False,True,0.436146,0.231619,0.074070,0.013518,0.000262,0.011228,0.098523,0.006860,-0.000029
5,5,False,True,0.438375,0.232576,0.073476,0.013504,0.000306,0.012062,0.099279,0.007105,-0.000035
6,6,False,True,0.438130,0.233900,0.072731,0.013248,0.000262,0.011434,0.099267,0.007222,-0.000032
7,7,False,True,0.439863,0.231412,0.073328,0.012954,0.000260,0.011231,0.103053,0.007557,-0.000036
8,8,False,True,0.432224,0.230301,0.072659,0.013048,0.000259,0.011595,0.096229,0.008057,-0.000036
9,9,False,True,0.435031,0.232086,0.072752,0.012566,0.000263,0.011243,0.097047,0.009001,-0.000039
10,10,False,True,0.436324,0.231241,0.071172,0.011815,0.000261,0.011852,0.099766,0.010140,-0.000044
inf,inf,False,True,0.461860,0.235509,0.069657,0.009768,0.000255,0.012223,0.122789,0.011572,-0.000055
