rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.382676,0.233439,0.077702,0.016436,0.000270,0.011263,0.043108,0.000419,-0.000007
1,1,False,True,0.384403,0.230436,0.076983,0.015617,0.000272,0.011536,0.047582,0.001930,-0.000014
2,2,False,True,0.401157,0.233224,0.074936,0.014484,0.000268,0.011127,0.063323,0.003740,-0.000020
3,3,False,True,0.427338,0.235811,0.074923,0.014116,0.000268,0.011557,0.085610,0.004995,-0.000026
4,4,False,True,0.437393,0.235378,0.073461,0.013796,0.000264,0.011497,0.096033,0.006896,-0.000035
5,5,False,True,0.435370,0.232281,0.073535,0.013575,0.000262,0.011767,0.097011,0.006873,-0.000032
6,6,False,True,0.441199,0.231493,0.073975,0.014729,0.000263,0.011836,0.102075,0.006764,-0.000032
7,7,False,True,0.441820,0.233221,0.074263,0.013427,0.000267,0.011725,0.101137,0.007713,-0.000034
8,8,False,True,0.437795,0.231598,0.072666,0.013020,0.000261,0.011458,0.100616,0.008108,-0.000036
9,9,False,True,0.429072,0.232255,0.072221,0.012551,0.000258,0.011289,0.092304,0.008121,-0.000037
10,10,False,True,0.436217,0.232102,0.071399,0.011817,0.000257,0.011658,0.099841,0.009069,-0.000043
inf,inf,False,True,0.449543,0.231927,0.068992,0.009568,0.000254,0.011939,0.114955,0.011819,-0.000054
