rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.381474,0.231111,0.078528,0.016385,0.000267,0.011444,0.043285,0.000415,-0.000007
1,1,False,True,0.384359,0.231030,0.078126,0.015500,0.000275,0.011698,0.045834,0.001849,-0.000013
2,2,False,True,0.399182,0.230472,0.075495,0.014360,0.000271,0.011277,0.063728,0.003524,-0.000021
3,3,False,True,0.430884,0.235593,0.075006,0.014349,0.000267,0.012019,0.088828,0.004762,-0.000026
4,4,False,True,0.442721,0.232945,0.074305,0.013814,0.000262,0.011105,0.103342,0.006886,-0.000030
5,5,False,True,0.434329,0.230379,0.072828,0.013303,0.000281,0.011453,0.099083,0.006939,-0.000031
6,6,False,True,0.433518,0.230743,0.074662,0.013681,0.000266,0.011562,0.096131,0.006410,-0.000031
7,7,False,True,0.447963,0.233855,0.074629,0.013501,0.000273,0.011587,0.106268,0.007782,-0.000033
8,8,False,True,0.442058,0.233836,0.073601,0.013015,0.000261,0.011077,0.102321,0.007875,-0.000036
9,9,False,True,0.436087,0.231731,0.072325,0.013019,0.000289,0.011424,0.098234,0.008988,-0.000041
10,10,False,True,0.437445,0.232115,0.072009,0.011672,0.000257,0.011150,0.100163,0.010002,-0.000044
inf,inf,False,True,0.465318,0.239791,0.069172,0.009996,0.000254,0.012222,0.122671,0.011127,-0.000053
