rw_delta,ww_delta,alt_barr,data_deps,num_events,num_edges,num_ops,num_read,num_writes,num_time_edges,num_races,num_harmful,num_commute,num_covered,num_time_filtered_races,num_pkts,num_per_pkt_races,num_per_pkt_inconsistent,num_per_pkt_inconsistent_covered,num_per_pkt_entry_version_race,num_per_pkt_inconsistent_no_repeat,num_versions,num_racing_versions
0,0,False,True,4508,7181,1523,1489,34,3017,12341,0,9324,0,3017,730,0,0,0,0,0,1,0
1,1,False,True,4508,7173,1523,1489,34,3006,12341,11,9324,0,3006,730,11,1,0,10,1,1,0
2,2,False,True,4508,7169,1523,1489,34,2998,12341,19,9324,0,2998,730,19,2,0,17,1,1,0
3,3,False,True,4508,7135,1523,1489,34,2922,12341,64,9324,31,2922,730,42,13,2,27,11,1,0
4,4,False,True,4508,7084,1523,1489,34,2821,12341,116,9324,80,2821,730,70,26,17,27,17,1,0
5,5,False,True,4508,7025,1523,1489,34,2695,12341,187,9324,135,2695,730,109,45,30,34,20,1,0
6,6,False,True,4508,6958,1523,1489,34,2565,12341,255,9324,197,2565,730,140,57,49,34,22,1,0
7,7,False,True,4508,6905,1523,1489,34,2462,12341,308,9324,247,2462,730,167,69,65,33,21,1,0
8,8,False,True,4508,6848,1523,1489,34,2344,12341,373,9324,300,2344,730,198,86,79,33,21,1,0
9,9,False,True,4508,6786,1523,1489,34,2216,12341,440,9324,361,2216,730,218,103,86,29,23,1,0
10,10,False,True,4508,6719,1523,1489,34,2079,12341,512,9324,426,2079,730,246,120,96,30,20,1,0
inf,inf,False,True,4508,5653,1523,1489,34,0,12341,1528,9324,1489,0,730,726,366,360,0,19,1,0
