rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,15.954222,6.718882,1.569087,0.940161,0.000040,0.098985,6.623197,0.003869,0.000000
0,0,True,True,14.774611,6.836851,1.213646,0.637473,0.000036,0.086052,5.995231,0.005275,-0.000010
1,1,False,True,15.464944,6.958390,1.280158,0.599989,0.000055,0.099285,6.517153,0.009866,-0.000012
1,1,True,True,15.883555,7.068394,1.296455,0.600830,0.000036,0.106906,6.795740,0.015088,-0.000070
2,2,True,True,15.799817,6.763582,1.245827,0.537068,0.000052,0.097588,7.135420,0.020161,-0.000081
2,2,False,True,15.779104,7.067771,1.256769,0.540499,0.000034,0.092883,6.806912,0.014191,-0.000012
3,3,False,True,16.166912,7.191326,1.201452,0.536994,0.000081,0.088611,7.085435,0.062948,-0.000027
3,3,True,True,18.558893,6.915608,1.204920,0.522957,0.000035,0.096418,9.750763,0.068058,-0.000097
4,4,True,True,24.470593,6.870593,1.200121,0.496019,0.000035,0.093114,15.631599,0.179112,0.000000
4,4,False,True,16.209860,6.696509,1.212314,0.493466,0.000035,0.093505,7.568928,0.145021,-0.000082
5,5,False,True,16.561357,6.805800,1.216488,0.478342,0.000040,0.094242,7.734104,0.232238,-0.000069
5,5,True,True,29.259558,7.004043,1.389534,0.475519,0.000046,0.097985,20.050672,0.241588,-0.000134
6,6,False,True,16.948154,6.690569,1.144600,0.485193,0.000035,0.110670,8.206122,0.310841,-0.000086
6,6,True,True,34.208487,6.923103,1.175624,0.490589,0.000035,0.096426,25.202362,0.320114,-0.000175
7,7,False,True,18.442572,7.019633,1.172498,0.445933,0.000037,0.096138,9.259688,0.448497,-0.000107
7,7,True,True,36.242177,6.860352,1.143577,0.432412,0.000036,0.095685,27.271974,0.437946,-0.000159
8,8,True,True,39.559509,6.632997,1.127100,0.451864,0.000034,0.098623,30.734063,0.514593,-0.000190
8,8,False,True,18.014059,6.960208,1.174817,0.424154,0.000037,0.103210,8.818206,0.533264,-0.000126
9,9,False,True,18.057262,6.847022,1.132838,0.412939,0.000038,0.085640,8.924646,0.653959,-0.000144
9,9,True,True,42.570904,6.719114,1.134069,0.443845,0.000000,0.088962,33.429209,0.755705,0.000000
10,10,True,True,45.427410,6.918548,1.147586,0.417911,0.000036,0.088606,36.047139,0.807284,-0.000258
10,10,False,True,18.478884,6.717592,1.131202,0.439485,0.000034,0.085313,9.405142,0.699949,-0.000129
inf,inf,False,True,26.569534,7.126895,1.187099,0.445033,0.000037,0.096427,15.236202,2.477280,-0.000525
inf,inf,True,True,32.696101,7.136888,1.112388,0.442491,0.000034,0.095049,21.277424,2.631139,-0.000643
