rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,1.015513,0.463072,0.113732,0.057494,0.000231,0.010843,0.369020,0.001078,-0.000006
1,1,False,True,1.128442,0.472909,0.115004,0.051491,0.000240,0.011041,0.471394,0.006315,-0.000015
2,2,False,True,1.198363,0.463347,0.112255,0.047432,0.000237,0.011333,0.553249,0.010452,-0.000021
3,3,False,True,1.314184,0.473598,0.111205,0.045311,0.000211,0.010822,0.656459,0.016514,-0.000028
4,4,False,True,1.403727,0.465639,0.111629,0.049329,0.000214,0.011656,0.742820,0.022363,-0.000038
5,5,False,True,1.492252,0.466997,0.114955,0.043817,0.000203,0.011598,0.827343,0.027257,-0.000045
6,6,False,True,1.532431,0.470532,0.110089,0.043400,0.000195,0.011531,0.862510,0.034083,-0.000055
7,7,False,True,1.571936,0.462876,0.108498,0.041233,0.000184,0.010833,0.905557,0.042627,-0.000084
8,8,False,True,1.617109,0.461565,0.106349,0.039942,0.000196,0.011601,0.951087,0.046262,-0.000071
9,9,False,True,1.696108,0.478179,0.111611,0.038558,0.000185,0.012438,1.006487,0.048536,-0.000077
10,10,False,True,1.708472,0.468904,0.104255,0.036979,0.000181,0.011309,1.032156,0.054572,-0.000081
inf,inf,False,True,1.620103,0.457742,0.089031,0.024638,0.000121,0.011361,0.901612,0.135366,-0.000196
