rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,1.023893,0.472367,0.118658,0.059450,0.000297,0.011127,0.360672,0.001281,-0.000006
1,1,False,True,1.120969,0.465132,0.114381,0.049261,0.000240,0.010942,0.474849,0.006110,-0.000014
2,2,False,True,1.214046,0.468786,0.115230,0.048261,0.000222,0.011456,0.559052,0.010982,-0.000021
3,3,False,True,1.350419,0.481228,0.110970,0.047630,0.000219,0.010765,0.682129,0.017411,-0.000030
4,4,False,True,1.392751,0.469065,0.115730,0.045321,0.000215,0.011463,0.728654,0.022222,-0.000038
5,5,False,True,1.535889,0.480013,0.113306,0.044511,0.000203,0.010842,0.859233,0.027702,-0.000045
6,6,False,True,1.532628,0.464344,0.109814,0.042954,0.000195,0.010886,0.869945,0.034392,-0.000060
7,7,False,True,1.579914,0.468002,0.106864,0.044073,0.000192,0.011085,0.908406,0.041192,-0.000063
8,8,False,True,1.661588,0.481748,0.109409,0.040082,0.000195,0.011784,0.971917,0.046342,-0.000071
9,9,False,True,1.681069,0.462154,0.105064,0.038077,0.000179,0.012562,1.011013,0.051903,-0.000079
10,10,False,True,1.697417,0.473759,0.103931,0.039279,0.000188,0.011016,1.012807,0.056317,-0.000083
inf,inf,False,True,1.632985,0.463829,0.090028,0.024727,0.000125,0.011232,0.904468,0.138346,-0.000194
