rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,1.013023,0.476173,0.118602,0.056664,0.000255,0.011495,0.348555,0.001238,-0.000006
1,1,False,True,1.135448,0.466161,0.112905,0.049702,0.000223,0.011162,0.488630,0.006615,-0.000014
2,2,False,True,1.218985,0.462500,0.114477,0.049266,0.000255,0.011460,0.569824,0.011145,-0.000021
3,3,False,True,1.307763,0.467960,0.113223,0.045815,0.000214,0.011273,0.651891,0.017323,-0.000029
4,4,False,True,1.398132,0.463242,0.114411,0.047691,0.000224,0.010984,0.740033,0.021477,-0.000035
5,5,False,True,1.455458,0.464276,0.108830,0.046547,0.000208,0.010928,0.797851,0.026738,-0.000045
6,6,False,True,1.499382,0.463468,0.108154,0.043822,0.000195,0.011191,0.838112,0.034349,-0.000056
7,7,False,True,1.564400,0.469513,0.109301,0.041325,0.000189,0.011384,0.891108,0.041480,-0.000064
8,8,False,True,1.612142,0.466438,0.106507,0.038132,0.000172,0.010810,0.944743,0.045200,-0.000105
9,9,False,True,1.705895,0.469682,0.105690,0.037619,0.000171,0.013017,1.028277,0.051324,-0.000078
10,10,False,True,1.716626,0.466335,0.109429,0.036830,0.000174,0.011032,1.037837,0.054871,-0.000083
inf,inf,False,True,1.643763,0.471052,0.088820,0.024848,0.000123,0.010815,0.915396,0.132479,-0.000194
