key,value
rw_delta,0
ww_delta,0
alt_barr,True
data_deps,True
total_time_sec,1.974212
load_time_sec,0.687201
detect_races_time_sec,0.150584
extract_traces_time_sec,0.112917
find_reactive_cmds_time_sec,0.000356
find_proactive_cmds_time_sec,0.081996
find_covered_races_time,0.438194
per_packet_inconsistent_time_sec,0.001184
find_inconsistent_update_time_sec,-0.000008
