rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,1.007239,0.469405,0.113205,0.055717,0.000231,0.010838,0.356507,0.001289,-0.000007
1,1,False,True,1.136041,0.468800,0.112362,0.051885,0.000236,0.011231,0.484677,0.006800,-0.000015
2,2,False,True,1.200063,0.459708,0.113249,0.047766,0.000229,0.011433,0.556732,0.010890,-0.000020
3,3,False,True,1.319242,0.468112,0.110996,0.046797,0.000219,0.011304,0.664729,0.017019,-0.000030
4,4,False,True,1.426167,0.463574,0.109859,0.046864,0.000213,0.011518,0.772417,0.021646,-0.000038
5,5,False,True,1.434854,0.459751,0.110682,0.043350,0.000206,0.010909,0.783314,0.026556,-0.000050
6,6,False,True,1.519487,0.470659,0.108954,0.043052,0.000186,0.010898,0.851319,0.034330,-0.000054
7,7,False,True,1.627297,0.467219,0.106770,0.043184,0.000217,0.011350,0.957375,0.041084,-0.000062
8,8,False,True,1.617950,0.471949,0.105644,0.038842,0.000187,0.011931,0.942581,0.046704,-0.000070
9,9,False,True,1.666791,0.468906,0.105203,0.037678,0.000174,0.012256,0.993571,0.048891,-0.000076
10,10,False,True,1.702416,0.465431,0.106655,0.037096,0.000174,0.011324,1.025451,0.056161,-0.000084
inf,inf,False,True,1.634738,0.462008,0.088412,0.024695,0.000122,0.011006,0.917943,0.130319,-0.000197
