rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.994359,0.463252,0.114092,0.057794,0.000242,0.012199,0.345631,0.001108,-0.000006
1,1,False,True,1.140566,0.474293,0.111673,0.049444,0.000239,0.011734,0.487044,0.006092,-0.000013
2,2,False,True,1.215719,0.460578,0.114604,0.048014,0.000223,0.011516,0.569506,0.011221,-0.000022
3,3,False,True,1.321610,0.470583,0.111734,0.047826,0.000218,0.011022,0.663581,0.016582,-0.000029
4,4,False,True,1.389382,0.462522,0.112647,0.046173,0.000211,0.010801,0.736393,0.020564,-0.000037
5,5,False,True,1.495797,0.469920,0.109195,0.044811,0.000223,0.011348,0.832541,0.027679,-0.000045
6,6,False,True,1.502816,0.463577,0.108827,0.042629,0.000197,0.011510,0.842810,0.033176,-0.000055
7,7,False,True,1.580917,0.464530,0.107914,0.040743,0.000193,0.011259,0.917094,0.039086,-0.000062
8,8,False,True,1.621772,0.472737,0.107167,0.039123,0.000181,0.011411,0.947277,0.043768,-0.000073
9,9,False,True,1.681140,0.461393,0.107557,0.042149,0.000189,0.012512,1.008821,0.048407,-0.000076
10,10,False,True,1.675633,0.458963,0.107492,0.037368,0.000184,0.012114,1.003585,0.055807,-0.000084
inf,inf,False,True,1.638164,0.459410,0.088944,0.024389,0.000123,0.011228,0.920551,0.133244,-0.000235
