rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,35.314104,17.648205,15.160620,2.046086,0.039548,0.059612,0.355917,0.003856,-0.000218
1,1,False,True,35.491289,17.785260,14.903712,1.733633,0.039538,0.060532,0.833857,0.128987,-0.005728
2,2,False,True,35.032285,17.618035,14.576693,1.232630,0.037732,0.366431,0.962689,0.222956,-0.015080
3,3,False,True,35.136638,17.774710,14.504202,1.190800,0.041074,0.071435,1.189283,0.331101,-0.033991
4,4,False,True,34.926115,17.736733,14.195709,1.143556,0.041737,0.059277,1.270286,0.426640,-0.052135
5,5,False,True,35.034967,17.676044,14.248183,1.020228,0.038225,0.069634,1.397151,0.514714,-0.070746
6,6,False,True,34.729128,17.622341,13.803513,0.968307,0.040434,0.063136,1.440706,0.623486,-0.167155
7,7,False,True,34.637723,17.621160,13.682744,0.525879,0.040138,0.382562,1.418568,0.711325,-0.255304
8,8,False,True,34.245187,17.583163,13.591597,0.439755,0.039886,0.059543,1.444694,0.781580,-0.304928
9,9,False,True,34.311267,17.754041,13.507476,0.413550,0.039721,0.068238,1.372682,0.823380,-0.332138
10,10,False,True,34.943476,18.073147,13.788878,0.386340,0.042881,0.070354,1.324654,0.889715,-0.367463
inf,inf,False,True,35.418270,17.487379,12.701577,0.229512,0.050480,0.060470,1.583317,2.436669,-0.868819
