rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,35.961348,17.842119,15.565091,2.090427,0.042001,0.061913,0.355472,0.004059,-0.000223
1,1,False,True,35.727769,17.980161,14.939635,1.736174,0.039457,0.060714,0.836841,0.129098,-0.005649
2,2,False,True,35.423047,17.807647,14.715625,1.287898,0.040437,0.367106,0.965736,0.223136,-0.015421
3,3,False,True,34.941807,17.621794,14.474139,1.190346,0.040469,0.069877,1.180368,0.331835,-0.032936
4,4,False,True,34.931594,17.685864,14.272623,1.115794,0.042250,0.062076,1.272462,0.428522,-0.051959
5,5,False,True,34.915611,17.618460,14.116289,1.049005,0.039955,0.068539,1.440954,0.513305,-0.069063
6,6,False,True,34.944317,17.781420,13.849586,0.957112,0.040350,0.059361,1.463740,0.628071,-0.164636
7,7,False,True,36.204369,18.509592,14.303714,0.526980,0.043201,0.360379,1.470645,0.736040,-0.253777
8,8,False,True,34.590218,17.762866,13.723462,0.463499,0.043193,0.062822,1.454831,0.772750,-0.306750
9,9,False,True,34.312324,17.685532,13.531480,0.422094,0.041308,0.072069,1.387187,0.833517,-0.339095
10,10,False,True,34.353804,17.681529,13.657292,0.382003,0.039087,0.066779,1.286802,0.874000,-0.366269
inf,inf,False,True,35.521553,17.640245,12.625347,0.228997,0.047313,0.061251,1.591113,2.462762,-0.864480
