rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,36.075498,17.998198,15.551840,2.068231,0.039288,0.062515,0.351182,0.003989,-0.000215
1,1,False,True,36.247736,18.267182,15.144563,1.757855,0.040438,0.060007,0.843434,0.128555,-0.005662
2,2,False,True,36.312362,18.258635,15.151643,1.275419,0.040462,0.373596,0.966966,0.230296,-0.015306
3,3,False,True,35.442831,17.894339,14.663849,1.223721,0.039895,0.069720,1.186871,0.333247,-0.031150
4,4,False,True,35.532095,17.969861,14.596492,1.109051,0.041640,0.061348,1.278640,0.423640,-0.051362
5,5,False,True,35.600030,18.039902,14.348518,1.071492,0.038981,0.068724,1.442142,0.517836,-0.072388
6,6,False,True,35.623390,18.039349,14.235889,0.928081,0.038471,0.062622,1.520234,0.632936,-0.165764
7,7,False,True,35.282337,18.051670,13.896559,0.492187,0.040684,0.381123,1.446789,0.717150,-0.256131
8,8,False,True,34.836845,17.927723,13.786396,0.459276,0.041256,0.063028,1.482287,0.779035,-0.297796
9,9,False,True,34.660390,17.852120,13.680045,0.426710,0.040133,0.069410,1.405999,0.847407,-0.338522
10,10,False,True,35.109327,18.020579,13.973697,0.396227,0.040004,0.071505,1.301691,0.924931,-0.380649
inf,inf,False,True,36.342433,18.039871,13.001907,0.228413,0.049737,0.062202,1.608281,2.487355,-0.864621
